NOF,NOPF,NOM,NOPM,LOC,WMC,NC,DIT,LCOM,FANIN,FANOUT,Is_Feature_Envy
43,0,55,41,516,106,0,1,0.218182,3,28,TRUE
2,0,24,24,114,30,0,1,0,4,4,TRUE
4,0,20,16,94,26,0,1,0.15,2,15,TRUE
30,0,156,146,1285,305,0,2,0.134615,6,50,TRUE
3,0,4,4,22,6,0,2,0.5,3,2,TRUE
7,0,133,115,835,216,0,1,0.045113,22,14,TRUE
27,2,75,40,1300,279,0,1,0.133333,75,43,TRUE
6,0,21,19,189,43,0,1,0.285714,3,13,TRUE
5,0,18,16,145,37,0,1,0.166667,1,9,TRUE
5,0,37,31,459,124,0,1,0.432432,6,48,TRUE
5,0,15,15,68,16,0,1,0.333333,2,8,TRUE
14,0,124,121,580,164,0,2,0.403226,1,23,TRUE
5,0,47,46,150,49,0,2,0.851064,1,14,TRUE
14,0,79,70,445,114,0,1,0.151899,9,29,TRUE
2,0,10,10,107,19,0,2,0,1,7,TRUE
1,0,15,15,74,18,0,1,0.333333,1,11,TRUE
8,0,21,18,194,33,0,1,0.333333,5,20,TRUE
1,0,9,9,39,9,0,1,0,20,3,TRUE
23,0,117,107,895,203,0,1,0.461538,19,71,TRUE
5,0,14,9,100,22,0,1,0.214286,1,10,TRUE
7,6,118,116,579,148,0,2,0.872881,3,24,TRUE
1,0,36,34,219,52,0,1,0.972222,2,13,TRUE
4,3,28,26,165,41,0,1,0.857143,2,8,TRUE
4,2,114,112,468,124,0,1,0.964912,2,9,TRUE
6,3,63,59,287,73,0,1,0.968254,4,17,TRUE
4,0,7,3,115,22,0,0,0.285714,0,11,TRUE
1,0,22,20,145,29,0,1,0.954545,2,10,TRUE
1,0,25,23,124,32,0,2,0.96,2,12,TRUE
1,0,11,9,130,22,0,1,0.909091,2,9,TRUE
1,0,15,15,197,39,0,3,0.733333,0,11,TRUE
2,0,30,29,295,49,0,2,0.833333,1,16,TRUE
2,0,18,16,237,38,0,1,0.555556,2,9,TRUE
7,0,30,28,224,65,1,1,0.166667,1,7,TRUE
15,3,44,40,508,135,1,0,0.068182,3,8,TRUE
4,0,14,13,175,43,0,1,0.285714,1,5,TRUE
2,0,9,9,48,13,0,2,0.222222,1,4,TRUE
3,0,4,4,86,12,0,0,0,1,5,TRUE
58,0,91,73,1352,266,0,1,0.241758,5,53,TRUE
4,0,16,12,114,20,0,2,0.5,5,8,TRUE
2,0,13,12,147,41,0,2,0.307692,2,14,TRUE
51,1,57,49,489,101,0,1,0.087719,1,8,TRUE
19,1,30,19,465,75,0,2,0,2,11,TRUE
8,3,17,13,176,26,0,1,0.294118,7,10,TRUE
18,0,18,12,392,50,0,2,0.388889,1,16,TRUE
13,2,31,22,406,111,0,1,0.225806,8,50,TRUE
3,0,8,7,73,16,0,1,0,1,9,TRUE
3,1,7,7,75,13,0,4,0.571429,2,10,TRUE
2,0,4,4,51,10,0,1,0,1,7,TRUE
20,0,28,27,509,115,0,2,0.321429,1,21,TRUE
12,2,31,28,325,72,0,3,0.225806,3,31,TRUE
44,1,33,24,794,133,0,2,0.181818,2,30,TRUE
4,0,38,27,400,85,0,3,0.315789,0,34,TRUE
6,1,14,13,106,26,0,3,0.357143,1,11,TRUE
11,0,18,12,308,77,0,2,0,0,21,TRUE
5,1,11,10,113,30,0,3,0.363636,1,12,TRUE
9,1,9,5,108,18,0,2,0,1,15,TRUE
28,0,22,19,299,67,0,0,0.136364,2,8,TRUE
97,1,276,228,4195,1013,1,3,0.123188,18,79,TRUE
6,1,6,5,152,33,0,0,0,4,12,TRUE
17,0,30,27,315,64,0,2,0.166667,2,25,TRUE
12,6,25,15,721,111,0,1,0.16,2,36,TRUE
7,0,20,12,206,31,0,2,0.55,4,6,TRUE
49,4,95,67,1476,203,0,0,0.210526,6,59,TRUE
34,4,66,41,1138,163,0,0,0.19697,1,46,TRUE
107,39,184,173,2476,391,0,0,0.304348,19,87,TRUE
48,4,81,45,1223,156,0,0,0.271605,3,23,TRUE
1,0,3,3,30,6,0,0,0,2,1,TRUE
5,0,34,21,399,69,5,3,0.323529,0,21,TRUE
50,9,126,104,1546,250,0,1,0.174603,148,62,TRUE
3,0,4,4,72,5,0,0,0,1,2,TRUE
2,0,19,19,120,19,0,0,0.947368,9,2,TRUE
7,0,30,30,389,99,0,0,0.766667,0,15,TRUE
10,0,56,36,458,73,2,2,0.267857,3,20,TRUE
50,0,116,87,1398,185,0,0,0.37931,5,41,TRUE
20,1,27,22,528,83,0,0,0.074074,3,17,TRUE
32,0,56,43,661,105,0,0,0.178571,14,20,TRUE
2,0,17,9,452,42,0,0,0.882353,1,21,TRUE
2,0,15,8,424,38,0,0,0.2,1,18,TRUE
1,0,8,8,73,12,0,2,0.25,0,3,TRUE
3,0,10,7,116,22,1,1,0.4,0,8,TRUE
54,5,112,83,2009,351,1,0,0.1875,85,46,TRUE
3,1,13,13,126,18,0,1,0.461538,1,12,TRUE
2,2,1,1,30,4,0,1,0,1,4,TRUE
2,0,9,9,113,18,0,1,0.888889,1,6,TRUE
44,0,137,114,1927,382,2,3,0.189781,179,31,TRUE
2,0,40,38,266,47,1,2,0.475,0,8,TRUE
2,0,22,22,180,29,0,0,0,1,6,TRUE
8,0,36,18,403,64,0,3,0.527778,3,10,TRUE
7,0,35,17,385,63,0,3,0.6,4,10,TRUE
10,0,41,19,595,117,0,3,0.585366,3,21,TRUE
6,0,33,17,363,60,0,3,0.606061,4,10,TRUE
6,0,35,18,382,64,0,3,0.628571,5,10,TRUE
6,0,69,41,691,109,21,2,0.710145,18,34,TRUE
1,0,6,4,70,9,0,0,0.833333,2,8,TRUE
2,0,60,60,701,64,1,0,0.233333,1,2,TRUE
27,0,24,2,593,119,0,0,0,4,4,TRUE
4,0,13,8,112,28,1,0,0.307692,4,3,TRUE
1,0,2,1,14,4,0,0,0,2,2,TRUE
33,7,27,22,345,63,0,0,0.074074,2,6,TRUE
7,0,17,16,335,98,0,2,0.176471,15,3,TRUE
6,0,12,12,173,30,0,1,0.166667,0,5,TRUE
38,9,44,31,1412,270,0,1,0.045455,4,11,TRUE
1,0,3,2,104,19,0,3,0,2,2,TRUE
1,0,5,3,380,159,1,2,0,6,3,TRUE
1,0,4,3,54,6,0,3,0,6,2,TRUE
2,0,4,3,53,6,0,3,0,5,2,TRUE
1,0,5,3,88,16,1,3,0,0,2,TRUE
39,11,64,56,846,124,0,0,0.46875,22,26,TRUE
82,8,238,206,2788,537,2,0,0.117647,2,49,TRUE
27,18,27,17,480,67,0,3,0.444444,0,19,TRUE
2,1,10,9,132,18,0,1,0.5,7,9,TRUE
16,3,26,13,1452,301,0,0,0.192308,2,7,TRUE
15,9,10,2,163,31,1,0,0.4,0,2,TRUE
27,6,63,46,640,87,0,0,0.444444,2,11,TRUE
10,0,19,15,265,35,0,0,0.105263,2,6,TRUE
3,0,6,6,124,19,0,0,0.5,2,3,TRUE
3,0,3,2,61,6,0,0,0.666667,2,4,TRUE
6,0,10,0,138,30,0,0,0,2,12,TRUE
6,0,11,1,162,35,3,0,0.272727,0,13,TRUE
2,0,10,10,43,10,0,0,0,1,5,TRUE
12,1,27,23,625,106,0,0,0,8,16,TRUE
9,0,89,67,764,164,0,0,0.438202,15,28,TRUE
1,0,3,1,41,3,0,0,0.666667,0,7,TRUE
1,0,3,2,39,5,0,0,0,0,4,TRUE
1,0,9,5,81,15,0,0,0,0,3,TRUE
1,0,4,3,64,7,0,0,0,0,3,TRUE
1,0,9,5,85,16,0,0,0,0,2,TRUE
1,0,4,3,79,4,0,0,0,0,6,TRUE
1,0,8,7,123,8,0,0,0,0,10,TRUE
1,0,6,5,61,7,0,0,0.666667,0,6,TRUE
1,0,6,5,60,6,0,0,0,0,6,TRUE
4,0,13,11,219,24,0,0,0,0,9,TRUE
5,4,15,11,252,29,0,0,0,2,9,TRUE
1,0,7,4,128,8,1,0,0.285714,0,6,TRUE
2,0,27,16,391,27,0,0,0.37037,0,11,TRUE
1,0,4,3,56,4,0,0,0,0,12,TRUE
1,0,5,4,65,5,0,0,0,0,4,TRUE
1,0,7,7,43,7,0,0,0,0,3,TRUE
1,0,17,6,218,34,0,0,0.117647,0,8,TRUE
1,0,8,7,109,18,0,0,0,0,8,TRUE
1,0,17,11,245,25,0,0,0,0,12,TRUE
1,0,16,14,214,18,0,0,0,0,16,TRUE
1,0,12,11,134,12,0,0,0,0,14,TRUE
1,0,18,17,230,18,0,0,0,0,5,TRUE
4,0,12,7,185,35,0,1,0,4,15,TRUE
2,0,15,9,83,18,0,0,0.2,1,10,TRUE
2,0,62,53,735,173,1,0,0.032258,1,24,TRUE
2,0,11,7,139,38,1,0,0.272727,1,19,TRUE
2,0,11,6,183,34,0,0,0.363636,5,10,TRUE
2,0,9,5,91,26,0,0,0.222222,1,11,TRUE
2,0,7,2,140,20,0,1,0,0,12,TRUE
1,0,8,7,84,14,0,1,0.75,0,15,TRUE
2,0,10,0,78,20,0,1,0,2,9,TRUE
2,0,15,6,316,87,1,1,0.266667,3,10,TRUE
1,0,4,3,34,4,0,0,0,0,1,TRUE
1,0,3,3,18,3,0,0,0,0,1,TRUE
5,0,37,28,347,66,0,2,0.189189,27,20,TRUE
8,0,31,13,215,47,0,0,0,2,14,TRUE
2,0,18,12,152,35,0,1,0.333333,4,8,TRUE
1,0,8,7,92,8,0,0,0,0,4,TRUE
1,0,8,7,124,8,0,0,0,1,11,TRUE
1,0,7,4,163,34,0,0,0.428571,1,7,TRUE
4,0,18,13,261,38,0,1,0,11,11,TRUE
3,2,28,24,208,28,0,0,0,1,7,TRUE
1,0,3,2,34,7,0,0,0,0,3,TRUE
1,0,5,3,25,6,0,0,0,0,6,TRUE
26,4,46,7,1367,460,0,1,0.043478,2,4,TRUE
2,0,18,15,181,32,0,1,0.444444,2,13,TRUE
66,43,119,6,1060,196,0,0,0.02521,14,26,TRUE
12,0,11,0,110,24,4,0,0.818182,2,3,TRUE
1,0,6,5,66,6,0,0,0,0,7,TRUE
1,0,8,4,54,8,0,0,0,0,4,TRUE
1,0,2,2,18,2,0,0,0,0,1,TRUE
1,0,6,5,36,6,0,0,0.333333,0,5,TRUE
2,0,20,11,291,74,0,0,0.35,4,14,TRUE
1,0,18,12,152,29,0,1,0.388889,8,11,TRUE
1,0,7,2,149,34,0,0,0,1,8,TRUE
2,0,5,4,47,5,0,0,0,0,8,TRUE
2,0,4,3,46,7,0,0,0,0,3,TRUE
1,0,6,5,33,6,0,0,0,0,1,TRUE
1,0,4,3,24,4,0,0,0,0,1,TRUE
2,1,11,10,68,11,0,0,0.545455,0,3,TRUE
7,0,19,18,142,20,0,0,0.526316,0,4,TRUE
1,0,6,5,29,6,0,1,0.5,1,2,TRUE
1,0,3,1,43,12,0,2,0,1,4,TRUE
3,0,17,17,89,22,0,1,0.470588,6,8,TRUE
4,0,5,4,36,6,0,1,0,1,2,TRUE
3,0,16,13,130,20,0,0,0.125,0,11,TRUE
7,0,12,3,182,42,0,0,0,0,15,TRUE
1,0,10,6,148,10,0,0,0,0,5,TRUE
22,4,31,7,741,227,0,1,0.064516,1,3,TRUE
15,8,18,15,191,31,0,0,0.166667,50,9,TRUE
1,0,2,2,27,4,0,0,0,0,7,TRUE
28,0,112,107,1358,325,0,0,0,130,87,TRUE
4,0,59,40,598,143,0,0,0.084746,3,45,TRUE
6,2,11,9,111,16,0,1,0,0,16,TRUE
11,0,9,4,120,18,0,1,0.222222,1,10,TRUE
2,0,6,5,65,16,0,0,0,0,5,TRUE
8,0,12,9,138,19,1,0,0,2,7,TRUE
9,0,15,11,165,23,0,0,0,0,12,TRUE
6,0,8,5,72,9,0,0,0,2,3,TRUE
8,0,29,24,251,62,0,0,0,0,25,TRUE
7,0,17,16,143,28,0,0,0,2,8,TRUE
3,0,8,6,67,11,0,0,0,0,5,TRUE
12,0,27,18,499,113,0,0,0.185185,0,20,TRUE
6,0,8,6,89,15,0,0,0,1,8,TRUE
6,0,8,6,77,13,0,0,0,1,6,TRUE
4,0,15,14,163,25,0,0,0,3,8,TRUE
4,0,6,4,43,7,0,0,0,2,6,TRUE
8,4,13,10,94,16,0,0,0,7,8,TRUE
5,0,9,6,86,15,0,0,0,1,8,TRUE
4,0,8,6,52,10,0,0,0,2,11,TRUE
11,0,18,10,206,30,0,0,0,1,13,TRUE
19,0,38,12,424,87,0,0,0,1,15,TRUE
26,0,22,20,169,33,0,0,0.318182,3,24,TRUE
3,0,15,11,129,24,0,1,0.266667,1,22,TRUE
2,0,8,3,97,22,0,0,0,1,12,TRUE
3,0,18,14,235,39,0,1,0.166667,1,25,TRUE
24,0,34,16,417,82,0,1,0.147059,1,23,TRUE
6,0,8,5,97,18,0,0,0,1,19,TRUE
10,0,17,7,186,32,0,0,0.176471,1,17,TRUE
5,0,10,4,107,19,0,1,0,1,7,TRUE
3,0,8,6,67,14,0,0,0,1,9,TRUE
1,0,4,3,50,8,0,1,0.75,1,7,TRUE
4,0,12,9,82,22,0,0,0,1,9,TRUE
2,0,10,8,112,17,0,0,0,1,22,TRUE
12,0,12,4,179,31,0,0,0,1,17,TRUE
5,1,10,8,152,36,0,0,0.4,12,3,TRUE
7,1,12,10,88,22,1,1,0.416667,2,4,TRUE
1,0,9,7,57,9,0,0,0.222222,0,2,TRUE
1,0,16,14,121,16,0,0,0,0,1,TRUE
1,0,9,7,86,17,0,1,0,1,5,TRUE
3,0,9,3,140,17,0,0,0,0,3,TRUE
5,0,13,9,159,18,0,0,0.230769,3,5,TRUE
13,0,73,47,893,164,1,0,0.082192,3,5,TRUE
1,0,6,5,32,6,0,2,0.333333,1,1,TRUE
31,0,91,46,1047,159,0,1,0.065934,23,12,TRUE
1,0,6,5,30,6,0,0,0,2,1,TRUE
1,0,6,5,33,8,0,0,0,0,1,TRUE
0,0,5,5,27,7,0,0,-1,0,1,TRUE
5,0,6,3,82,13,3,0,0,0,2,TRUE
4,0,9,4,98,20,0,0,0.222222,4,3,TRUE
5,0,18,12,126,22,0,0,0,1,1,TRUE
3,0,8,8,146,9,0,0,0.25,1,3,TRUE
7,0,17,13,233,40,0,0,0.176471,26,12,TRUE
6,0,18,13,273,41,0,1,0.111111,5,7,TRUE
3,0,4,3,36,7,0,0,0,2,1,TRUE
1,0,6,5,92,14,0,0,0.333333,10,3,TRUE
6,0,10,6,187,29,0,0,0,3,8,TRUE
8,0,11,11,87,18,0,0,0,1,2,TRUE
3,0,14,9,136,19,0,0,0.142857,0,1,TRUE
1,0,2,2,17,2,0,0,0,1,1,TRUE
11,3,26,19,256,40,0,1,0,1,16,TRUE
2,0,6,6,39,6,0,1,0.666667,1,3,TRUE
16,1,25,17,278,62,0,1,0.12,7,11,TRUE
8,6,12,3,165,37,0,1,0.25,2,3,TRUE
40,0,91,79,723,130,0,4,0.208791,5,40,TRUE
3,0,7,7,66,10,0,0,0,5,6,TRUE
1,0,37,6,733,161,0,2,0.054054,3,20,TRUE
48,0,102,83,1129,186,0,4,0.04902,10,22,TRUE
3,0,3,3,28,3,0,2,0,1,3,TRUE
17,0,19,13,253,49,2,2,0,1,6,TRUE
4,0,4,1,54,11,0,0,0.5,1,1,TRUE
4,0,13,11,109,28,0,0,0.307692,4,3,TRUE
1,0,2,1,14,4,0,1,0,3,2,TRUE
3,0,15,10,119,19,0,0,0.266667,0,1,TRUE
4,0,6,6,86,16,0,0,0,13,11,TRUE
77,1,201,111,2318,470,0,1,0.129353,38,67,TRUE
12,1,15,9,212,57,0,0,0,1,7,TRUE
23,2,60,51,687,133,0,2,0.1,8,54,TRUE
28,0,48,43,626,112,0,1,0.041667,2,17,TRUE
7,1,20,13,387,73,5,0,0.15,14,15,TRUE
3,0,11,10,68,11,0,0,0,0,1,TRUE
1,0,2,2,13,3,0,1,0,1,3,TRUE
6,0,9,8,83,11,0,0,0,0,3,TRUE
2,0,6,5,61,14,0,0,0.333333,0,9,TRUE
12,0,11,4,210,42,0,0,0.363636,0,14,TRUE
2,0,5,4,80,20,0,0,0.6,0,12,TRUE
8,0,12,11,120,14,0,0,0,3,14,TRUE
1,0,2,2,24,5,0,1,0,5,2,TRUE
1,0,4,4,37,6,0,0,0.75,1,1,TRUE
2,0,27,11,303,69,0,0,0.333333,2,6,TRUE
1,0,8,8,69,14,0,1,0.375,1,3,TRUE
1,0,3,2,43,5,0,0,0,1,4,TRUE
1,0,5,5,54,9,0,0,0.6,1,4,TRUE
1,0,4,2,24,6,0,1,0,1,2,TRUE
2,0,2,1,20,2,0,0,0,1,1,TRUE
4,0,7,1,69,17,0,0,0.285714,2,2,TRUE
2,0,14,13,64,21,0,0,0.5,1,2,TRUE
24,13,19,9,288,34,0,0,0.157895,8,9,TRUE
2,0,18,15,101,27,0,0,0.277778,1,2,TRUE
3,0,8,4,117,19,4,3,0.625,1,4,TRUE
2,0,12,12,56,16,0,1,0.333333,1,1,TRUE
6,0,15,14,113,38,0,0,0.533333,1,2,TRUE
8,0,15,12,127,29,0,1,0,2,7,TRUE
2,0,3,2,21,5,0,0,0,1,1,TRUE
1,0,1,1,11,1,0,0,0,1,1,TRUE
1,0,7,7,61,14,0,1,0,1,6,TRUE
1,0,2,2,16,4,0,0,0,1,1,TRUE
3,0,6,6,66,12,0,1,0,1,8,TRUE
3,0,23,20,184,40,0,1,0.086957,2,18,TRUE
1,0,2,2,78,10,0,0,0,0,8,TRUE
1,0,4,3,68,14,0,0,0,1,4,TRUE
2,0,5,3,61,13,0,0,0,1,5,TRUE
2,0,8,8,100,19,0,1,0,2,7,TRUE
110,87,152,131,1559,275,0,3,0.223684,123,112,TRUE
20,3,49,39,549,93,0,2,0.428571,16,23,TRUE
1,0,9,7,132,28,0,0,0.666667,1,8,TRUE
1,0,1,1,13,1,0,0,0,1,1,TRUE
34,1,85,58,1088,239,0,0,0.117647,42,18,TRUE
1,0,3,3,44,14,0,0,0,1,3,TRUE
9,0,27,16,197,47,0,0,0.074074,8,10,TRUE
5,0,6,5,128,18,0,0,0,2,7,TRUE
1,0,4,3,83,14,0,0,0,1,5,TRUE
17,0,36,33,235,52,0,0,0.611111,5,11,TRUE
1,0,4,3,29,4,0,0,0.75,0,5,TRUE
6,0,8,8,81,14,0,1,0.25,0,5,TRUE
1,0,3,2,25,3,0,0,0.666667,0,3,TRUE
1,0,4,2,29,4,0,0,0.5,0,2,TRUE
7,0,9,2,80,9,4,0,0.333333,8,1,TRUE
6,0,8,2,74,8,0,0,0.375,0,0,TRUE
6,0,13,12,91,18,0,1,0.307692,0,6,TRUE
56,1,157,89,1616,297,0,0,0.261146,2,17,TRUE
10,0,15,9,134,21,0,1,0.266667,3,4,TRUE
9,0,17,0,358,65,0,0,0.117647,6,3,TRUE
10,0,17,0,313,55,0,0,0.176471,0,2,TRUE
3,0,24,17,284,48,0,1,0.375,1,7,TRUE
0,0,3,2,155,16,0,3,-1,2,6,TRUE
7,2,19,18,154,26,0,3,0.789474,0,8,TRUE
3,0,18,18,189,38,0,1,0.222222,0,5,TRUE
10,0,11,4,250,33,0,0,0,1,7,TRUE
5,0,5,1,157,20,0,0,0,1,5,TRUE
3,0,4,1,82,7,1,1,0.5,0,10,TRUE
1,0,2,2,17,4,0,0,0,0,1,TRUE
1,0,2,2,25,4,0,0,0,0,1,TRUE
1,0,3,3,35,6,0,0,0.666667,1,1,TRUE
1,0,3,3,24,5,0,0,0.666667,1,1,TRUE
7,0,14,11,306,54,1,1,0.214286,0,11,TRUE
4,0,9,5,98,16,0,1,0.555556,0,3,TRUE
21,1,20,14,387,49,1,0,0.1,0,10,TRUE
24,0,83,71,1042,176,0,1,0.337349,0,15,TRUE
1,0,4,1,123,20,0,2,0,2,9,TRUE
31,0,70,51,1154,202,0,1,0,4,53,TRUE
2,0,2,2,64,8,0,2,0,1,14,TRUE
1,0,2,2,18,2,0,0,0,2,3,TRUE
4,0,6,3,166,25,0,0,0,2,9,TRUE
